REGION,COUNTRY,KW1,KW2,PROJECT TITLE,CLIENT,Name of Client,Duration  (months),EUR Value of assignment,Origin of funding,Start Year,Duration
Asia,Bhutan,PSM,PSM,"Pre-Appraisal of the Danish Health Sector Programme Support, Phase III",Danida,"Ministry of Foreign Affairs, Denmark",7 Months,"63,700",Denmark,2002,7 Months
Asia,Bhutan,PSM,PSM,Review of the Health Sector Support Programme,Danida,"Ministry of Foreign Affairs, Denmark",5 Months,"34,030",Denmark,2002,5 Months
Africa,Tanzania,PSM,PSM,"Financial consultant, Technical Review prior to Annual Review of the Health Sector Programme.",EURO Health Group,Euro Health Group AS for Danida,3 Months,"25,130",Denmark,2001,3 Months
Asia,Bhutan,PSM,PSM,"Feasibility study of the financial management system, incl. a technical assessment of the accounting, auditing and procurement procedures in general as well as specifically for the health and education sector.  ",Danida,"Ministry of Foreign Affairs, Denmark",3 Months,"45,510",Denmark,2001,3 Months
Asia,India ,PSM,PSM,Joint Review of Danish Assistance to the National Programme for Eradication of Leprosy - Phase III (DANLEP).,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2001,1 Months
Asia,Laos,PSM,PSM,"Mid-term External Review, Primary Health Care Programme",DRC,Danish Red Cross,6 Months,47420,Denmark,2001,6 Months
Asia,Vietnam,PSM,PSM,"External Evaluation of the Primary Health Care Programme, Phase II",DRC,Danish Red Cross,13 Months,"54,390",Denmark,2001,13 Months
Africa,Tanzania,PSM,PSM,Joint Annual Review of Health Sector Programme Support,Danida,"Ministry of Foreign Affairs, Denmark",3 Months,25420,Denmark,2000,3 Months
Africa,Zambia,PSM,PSM,"Short term Internal Audit Consulting Assignment, Central Board of Health (2000 - 2002)",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2000,1 Months
Africa,Zambia,PSM,PSM,Central Board of Health - Short term Internal Audit Consulting Assignment.,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2000,1 Months
Asia,Bangladesh,PSM,PSM,Health and Population Sector Programme: Mid-Term Review and Annual Programme Review,WB,World Bank,9 Months,"28,740",WB,2000,9 Months
Africa,Kenya,PSM,PSM,"Community Based Nutrition Programme, Appraisal of Phase IV",Danida,"Ministry of Foreign Affairs, Denmark",16 Months,"157,130",Denmark,1999,16 Months
Africa,Tanzania,PSM,PSM,Review - Tanzania Health Sector Programme Support (Account Expert),Danida/ EHG,"Ministry of Foreign Affairs, Denmark",9 Months,"19,610",Denmark,1999,9 Months
Africa,Zambia,PSM,PSM,"Central Board of Health, Support to Strengthening of Accounts and Administrative Management (extension).",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Africa,Uganda,PSM,WS,"Functional Analysis, MWLE","Ministry of Water, Lands and Environment Uganda","World Bank - Ministry of Water, Lands and Environment in Uganda, Danish Embassy, Kampala",7 Months,"95,950",Denmark,2003,7 Months
Asia,Bangladesh,PSM,PSM,Review of National Leprosy and Tuberculosis Programme,Danida,"Ministry of Foreign Affairs, Denmark",7 Months,"72,569",Denmark,1999,7 Months
Asia,Mongolia,PSM,PSM,Review cum Pre-appraisal: The National Tuberculosis Control Programme.,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Africa,Ghana,PSM,PSM,1st Annual Performance Review of the Five Year Programme of Work (POW) of the Health Sector in Ghana (1997 - 2001).  ,Danida,"Ministry of Foreign Affairs, Denmark",3 Months,"40,650",Denmark,1998,3 Months
Africa,Kenya,PSM,PSM,Joint Review - Health Sector Programme Support,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1997,1 Months
Africa,Kenya,PSM,PSM,"Review - Community Based Nutrition Programme, Health Sector Support Programme. ",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1997,1 Months
Africa,Zambia,PSM,PSM,"Health Sector Support Programme, Support to Strengthening of Accounts and Administrative Management at the Central Board of Health,",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1996,1 Months
Africa,Ghana,PSM,AM,Consultancy on Financial Integration into Relevant Ghanaian Structures.,Danida,"Ministry of Foreign Affairs, Denmark",19 Months,"147,980",Denmark,2001,19 Months
Africa,Uganda,PSM,ARD,"Institutional Strengthening of Ministry of Agriculture, Animal Industries and Fisheries, Finance and Administration Department",Danida,"Ministry of Foreign Affairs, Denmark",25 Months,"178,710",Denmark,2000,25 Months
Africa,Uganda,PSM,ARD,"Agricultural Sector Programme Support - Institutional Strengthening of MAAIF, Finance and Administration Department: Financial Management Information System and Internal Audit, including installation of Navision Financials accounting package.",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2000,1 Months
Africa,Uganda,PSM,ARD,Agricultural Sector Programme Support: Set-up and Implementation of Navision Financial Management and Information System.,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Africa,Uganda,PSM,ARD,Agricultural Sector Programme Support: Financial Management Capacity Building.,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Africa,Zambia,PSM,PSM,"Support to Development of Internal Audit System, Central Board of Health (CBoH).",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1996,1 Months
Asia,Georgia,RE,CC,Review and Preparation of Enabling Environment for Energy Efficiency in Georgia ,Danida,,5 Months,30705.3388,,2019,5 Months
Europe,Ukraine,RE,CC,"Review of Renewable Energy and Energy Efficiency Programme (REEEP), 2014 - 2017
",Danida,Ministry of Foreign Affairs of Denmark/Danida,4 Months,25475.9129,Denmark,2016,4 Months
Europe,Ukraine  ,RE,CC,Mid-Term Review of Ukraine Denmark Energy Centre (UDEC) II (2018 - 2020),Danida,"Danida, Ministry of Foreign Affairs, Denmark",4 Months,28176.49587,Denmark,2019,4 Months
Global,Global,re,cc,Process support and formulation of the Danish Energy Agency Energy Partnership Programme,Danida,"Danida, Ministry of Foreign Affairs, Denmark",6 Months,201924.2975,Denmark,2016,6 Months
Global,Global,RE,CC,Evaluation of the European Union's Sustainable Energy Cooperation 2011-2016.,ADE,"ADE for EU, Aid Delivery Methods - Support Team",14 Months,413058,EU,2017,14 Months
Africa,Kenya  ,RE,ENM,Mid-Term Review of the project “Capacity Building for Renewable Energy SMEs in Africa” - CABURESA,Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,32550,Denmark,2011,2 Months
Americas,Mexico  ,RE,CC,Mid term review energy and climate mitigation programme between Mexico and Denmark,Danida,"Danida, Ministry of Foreign Affairs, Denmark",-1419 Months,"85,357",Denmark,2016,-1419 Months
Asia,Global,RE,CC,Concept Note and Programme Formulation- multiple,Danida,"Ministry of Foreign Affairs, Denmark",12 Months,108729.0874,Denmark,2018,12 Months
Africa,Ethiopia  ,RE,ENM,Assela Wind Farm Project: Preparation of Programme Document (PD) and Development Engagement Document (DED) for the Council for Development,Danida,"Danida, Ministry of Foreign Affairs, Denmark",4 Months,"15,891",Denmark,2018,4 Months
Global,Global,RE,CC,"Formulation, Danish voluntary contribution to IRENA on long-term planning",Danida,"Danida, Ministry of Foreign Affairs, Denmark",6 Months,"28,165",Denmark,2018,6 Months
Global,Global,RE,CC,Appraisal of proposed Danish support 2018-2021 to the UNEP DTU Partnership and rapid assessment of the SEforALL Global Team for possible Danish support,Danida,"Danida, Ministry of Foreign Affairs, Denmark",4 Months,"53,614",Denmark,2018,4 Months
Africa,Regional,RE,CC,Review/pre-formulation of the Sustainable Energy Fund for Africa,Danida,"Danida, Ministry of Foreign Affairs, Denmark",4 Months,"26,471",Denmark,2018,4 Months
Global,Global,RE,CC,Consultancy to Prepare TOR for Tendering of Technical Assistance to DEPP Phase II,DEA,The Danish Energy Agency,6 Months,"12,752",,2017,6 Months
Global,Global,RE,CC,"Appraisal of IEA's Energy Efficiency in Emergency Economies (E4) Programme, Phase II",Danida,,2 Months,30188.38492,Denmark,2017,2 Months
Europe,Ukraine  ,RE,CC,Formulation of Development Engagement Document for Ukraine-Denmark Energy Centre (UDEC) Phase II,Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,17041.93132,Denmark,2017,2 Months
Global,Global,RE,CC,Appraisal of Danish Support to the Energy Sector Management Assistance Program (ESMAP),Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,"13,711",Denmark,2017,2 Months
Americas,Bolivia,RE,CC,Appraisal of Three Wind Farms Project,Danida,"Danida, Ministry of Foreign Affairs, Denmark",4 Months,"90,232",Denmark,2016,4 Months
Europe,Georgia  ,RE,ENM,"Support Programme in the Field of Energy Efficiency and Sustainable Energy, Georgia, 2015-2019",Danida,"Danida, Ministry of Foreign Affairs ",2 Months,"26,507",Denmark,2015,2 Months
Global,Global,RE,ENM,Appraisal Contribution to the Sustainable Energy for All Eneergy Efficiency Hub managed by the UNEP Risø Centre 2014-2017.,Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,"16,685",Denmark,2014,2 Months
Global,Global,RE,CC,"Programme Evaluation
Africa Adaptation Programme (AAP)
",UNDP,United Nations Development Programme,3 Months,"45,000",UNDP,2013,3 Months
Global,Global,RE,CC,"Review of UNEP Risø Centre on Energy, Climate and Sustainable Development",Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,27820,Denmark,2013,3 Months
Global,Global,RE,ENM,"Rewiew and Appraisal of UNEP Risø Centre on Energy, Climate and Sustainable Development 2014-2017.",Danida,"Danida, Ministry of Foreign Affairs, Denmark",16 Months,44506.58008,Denmark,2013,16 Months
Americas,Mexico  ,RE,CC,"Programme formulation, a bilateral energy and climate mitigation programme between Mexico and Denmark.",Danida,"Danida, Ministry of Foreign Affairs, Denmark",7 Months,47680,Denmark,2013,7 Months
Americas,Mexico  ,RE,CC,Identification and Formulation mission on the preparation of a Project Document  and assistance to the preparation and implemetation of the Bilateral Energy and Climate Mitigation Program between Mexico and Denmark.,Danida,"Danida, Ministry of Foreign Affairs, Denmark",20 Months,82225.05094,Denmark,2013,20 Months
Asia,Vietnam  ,RE,ENM,Energy programme in Vietnam,Danish Energy Agency,Danish Energy Agency,5 Months,"38,410",Denmark,2012,5 Months
Asia,China,RE,CC,Developing and validating the training course: Greening Development - the essential sustainability primer + training in Brussels and China and preparation of 5 Guidance Notes on ENV and CC mainstreaming - Governance.,ADE,ADE for EU,11 Months,50350,EU,2012,11 Months
Americas,Barbardos,RE,CC,Developing and validating the training course: Greening Development - the essential sustainability primer + training in Brussels and China and preparation of 5 Guidance Notes on ENV and CC mainstreaming - Governance.,ADE,ADE for EU,11 Months,"50,350",EU,2012,11 Months
Global,Global,RE,CC,Support for mainstreaming ENV & CC in the PPCM guidance,ADE,ADE for EU,6 Months,"7,940",EU,2012,6 Months
Global,Global,RE,CC,Preparation of training material for one day sessions on mainstreaming ENV and CC aspects in Water and Transport Sectors,ADE,ADE for EU,6 Months,13900,EU,2012,6 Months
Global,Global,RE,CC,"
Review of Global Mechanism bilateral programs",Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,32190,Denmark,2012,3 Months
Asia,Georgia,RE,RE,"Inception Review, Support in the Field of Energy Efficiency and Sustainable Energy, Georgia, 2015-2019
",Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,24073.28195,Denmark ,2017,3 Months
Africa,Ethiopia  ,RE,RE,"Procurement Consultant for recruitment of Supervision Engineer for construction of Assela 100 MW Wind Farm
construction of Assela 100 MW Wind Farm",Ifu,IFU,6 Months,31954.87207,Ifu,2019,6 Months
Asia,Georgia  ,RE,RE,Support to Energy Efficiency and Sustainable Energy  in Georgia,Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,6432.160804,Denmark,2016,2 Months
Asia,Vietnam,SE,SE,"Design of Monitoring & Evaluation Outline for the National Labour Protection, Occupational Health & Safety 2011-2015",Danida,"Ministry of Foreign Affairs, Denmark",3 Months,"24,680",Denmark,2010,3 Months
Africa,Tanzania,SE,GMD,Business Sector Support Programme (VETA) - Short-term Financial Management Advisor.,Danida,"Ministry of Foreign Affairs, Denmark",37 Months,963070,Denmark,2001,37 Months
Africa,Ghana,SE,GMD,Verification of Results and Sustainability Study of the Skills Development Fund (SDF) under the Council for Technical Vocational Education and Training (COTVET),Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,65448.17024,Denmark,2015,2 Months
Africa,Mozambique  ,SE,GMD,Support to design a multi-component skills training programme and to prepare the relevant documents for the business case,DFID,Department for International Development ,5 Months,"36,382",UK,2014,5 Months
Africa,Mozambique  ,SE,GMD,Develop a general skills and technical school,Haldor Topsøe,Haldor Topsøe,6 Months,"22,117",,2014,6 Months
Asia,Vietnam,SE,GMD,VIE/034 - Formulation Mission. Bac Kan Vocational Training and Education - Phase ?? ,LuxDev,,8 Months,38394,,2014,8 Months
Africa,Ghana  ,SE,GMD,Support to Private Sector Development II,Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,"53,190",Denmark,2012,3 Months
Africa,Tanzania  ,SE,GMD,"Formulation of Skills development Sub-component of
DANIDA’s Business Sector Programme (BSPS) IV in Tanzania
",Danida,Embassy of Denmark,6 Months,58418.65772,Denmark,2012,6 Months
Africa,Ghana  ,SE,GMD,Support to Private Sector Development and Skills Development Fund,Danida,"Danida, Ministry of Foreign Affairs, Denmark",37 Months,233238.9733,Denmark,2011,37 Months
Africa,South Africa  ,SE,GMD,Review for Skills for Youth Employment and Rural Development,Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,"23,830",Denmark,2011,3 Months
Africa,Tanzania  ,SE,WS,Institutional Options Assessments for oversight entity,WB,World Bank,9 Months,38220,World bank,2011,9 Months
Arctica,Greenland  ,SE,PSM,"Development of Planning, Monitoring and Forecasting mechanism for Greenland Education sector",Astec Global Consultancy ,Astec Global Consultancy ,11 Months,"71,950",0,2011,11 Months
Europe,Kosovo,SE,ARD,"Review of the Programme ""Employment Promotion through Business and Skills Development in Kosovo 2008-12"".",Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,30400,Denmark,2011,2 Months
Africa,Niger,SE,WS,Evaluation de la promotion de l'hygiene et de l'assainissement en milieu scolaire,Danida,"Ministry of Foreign Affairs, Denmark",4 Months,"45,870",Denmark,2010,4 Months
Africa,Rwanda,SE,GMD,Situational Analysis of skills in the private Sector ,Private Sector Federation Rwanda,Private Sector Federation Rwanda,2 Months,"42,390",,2010,2 Months
Africa,Mozambique,SE,ARD,"Identification, Formulation and Finalisation of the Private Sector Development Programme",Danida,"Ministry of Foreign Affairs, Denmark",16 Months,202600,Denmark,2009,16 Months
Africa,Mozambique,SE,ARD,"Identification, Formulation and Finalisation of the Private Sector Development Programme",Danida,"Ministry of Foreign Affairs, Denmark",16 Months,202600,Denmark,2009,16 Months
Africa,Mozambique,SE,ARD,"Identification, Formulation and Finalisation of the Private Sector Development Programme",Danida,"Ministry of Foreign Affairs, Denmark",16 Months,"202,600",Danida,2009,16 Months
Africa,Rwanda,SE,GCS,Costing TVET Integrated System in Rwanda,Netherlands Embassy in Kigali,Netherlands Embassy in Kigali,2 Months,"23,380",Holland,2009,2 Months
Africa,Rwanda,SE,GCS,Impact Study of the Rwanda Integrated Rural Project (RIREP),Adventist Development & Relief Agency,Adventist Development & Relief Agency,3 Months,"7,360",Denmark,2009,3 Months
Africa,Tanzania,SE,GCS,Business Sector Programme Support (BSPS III),Danida,"Ministry of Foreign Affairs, Denmark",6 Months,23577.29799,Denmark,2009,6 Months
Asia,Georgia,SE,GMD,Formulation of Programme for Private Sector Development in Rural Georgia,Danida,"Ministry of Foreign Affairs, Denmark",7 Months,"170,190",Denmark,2009,7 Months
Asia,Georgia,SE,GMD,Identification of a Support for Programme for Private Sector Development in Rural Georgia,Danida,"Ministry of Foreign Affairs, Denmark",5 Months,66336.12349,Denmark,2009,5 Months
Asia,Georgia,SE,GMD,Formulation of a Support Programme for Private Sector Development in Rural Georgia,Danida,"Ministry of Foreign Affairs, Denmark",7 Months,97815.72215,Denmark,2009,7 Months
Europe,Kosovo,SE,ARD,Employment Promotion through Business and Skills Development 2008-2012 - Inception Review of Component on Improving Employability of Youth,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,"21,620",Denmark,2009,1 Months
